municipio;homologacao;nome_bem_imaterial_registrado;local_ocorrencia_bem_imaterial_registrado;esfera_de_protecao;categoria;exercicio_aceito_para_efeito_de_pontuacao
Coronel Fabriciano;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Coronel Fabriciano;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Coronel Murta;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Coronel Murta;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Coronel Murta;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Coronel Pacheco;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Coronel Pacheco;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Coronel Pacheco;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Coronel Xavier Chaves;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Coronel Xavier Chaves;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Coronel Xavier Chaves;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Coronel Xavier Chaves;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Córrego Danta;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Córrego Danta;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Córrego Danta;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Córrego Danta;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Córrego do Bom Jesus;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Córrego do Bom Jesus;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Córrego do Bom Jesus;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Córrego Fundo;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Córrego Fundo;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Córrego Fundo;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Córrego Fundo;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Córrego Novo;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Couto de Magalhães de Minas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Couto de Magalhães de Minas;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Couto de Magalhães de Minas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Couto de Magalhães de Minas;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Couto de Magalhães de Minas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Cristais;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Cristália;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Cristiano Otoni;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Cristiano Otoni;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Cristiano Otoni;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Cristina;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Cristina;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Crucilândia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Crucilândia;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Cruzeiro da Fortaleza;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Cruzeiro da Fortaleza;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Cruzeiro da Fortaleza;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Cruzília;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Cruzília;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Cruzília;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Cuparaque;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Cuparaque;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Curral de Dentro;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Curral de Dentro;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Curvelo;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Curvelo;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Curvelo;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Datas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Datas;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Datas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Delfim Moreira;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Delfim Moreira;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Delfinópolis;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Delfinópolis;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Delta;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Delta;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Descoberto;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Descoberto;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Desterro de Entre Rios;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Desterro de Entre Rios;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Desterro do Melo;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Diamantina;;Arte em Barro do Jequitinhonha;Não informado;ESTADUAL;RI *10;
Diamantina;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Diamantina;;Linguagem dos sinos;Não informado;FEDERAL;RI *3;
Diamantina;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Diamantina;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Diamantina;;Sistema Agrícola de Apanhadores de Sempre-Vivas;Não informado;ESTADUAL;RI *13;
Diamantina;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Diamantina;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Diogo de Vasconcelos;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Dionísio;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Divinésia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Divinésia;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Divino;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Divino das Laranjeiras;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Divino das Laranjeiras;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Divinolândia de Minas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Divinópolis;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Divinópolis;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Divinópolis;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Divinópolis;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Divisa Alegre;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Divisa Alegre;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Divisa Alegre;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Divisa Nova;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Divisópolis;;Arte em Barro do Jequitinhonha;Não informado;ESTADUAL;RI *10;
Divisópolis;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Divisópolis;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Divisópolis;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Divisópolis;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Dom Bosco;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Dom Bosco;;Matrizes Tradicionais do Forró;Não informado;FEDERAL;RI *12;
Dom Bosco;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Dom Bosco;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Dom Cavati;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Dom Joaquim;;Modo de Fazer o Queijo Artesanal da Região do Serro;Não informado;ESTADUAL;RI *5;
Dom Joaquim;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Dom Joaquim;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Dom Joaquim;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Dom Silvério;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Dom Viçoso;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Dom Viçoso;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Dona Euzébia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Dona Euzébia;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Dores de Campos;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Dores de Campos;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Dores de Guanhães;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Dores do Indaiá;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Dores do Indaiá;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Dores do Indaiá;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Douradoquara;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Douradoquara;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Douradoquara;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Elói Mendes;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Elói Mendes;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Engenheiro Caldas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Engenheiro Caldas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Engenheiro Navarro;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Engenheiro Navarro;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Entre Folhas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Entre Folhas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Entre Rios de Minas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Entre Rios de Minas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Entre Rios de Minas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Ervália;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Ervália;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Ervália;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Esmeraldas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Esmeraldas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Esmeraldas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Espera Feliz;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Espera Feliz;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Espinosa;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Espinosa;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Espinosa;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Espinosa;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Espírito Santo do Dourado;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Espírito Santo do Dourado;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Estiva;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Estiva;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Estrela Dalva;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Estrela do Indaiá;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Estrela do Indaiá;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Estrela do Sul;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Estrela do Sul;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Estrela do Sul;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Estrela do Sul;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Eugenópolis;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Eugenópolis;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Ewbank da Câmara;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Extrema;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Extrema;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Fama;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Felício dos Santos;;Arte em Barro do Jequitinhonha;Não informado;ESTADUAL;RI *10;
Felício dos Santos;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Felício dos Santos;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Felício dos Santos;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Felício dos Santos;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Felisburgo;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Felisburgo;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Felixlândia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Felixlândia;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Felixlândia;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Ferros;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Ferros;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Fervedouro;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Florestal;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Formiga;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Formiga;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Formiga;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Formiga;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Fortaleza de Minas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Fortaleza de Minas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Fortuna de Minas;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Fortuna de Minas;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Fortuna de Minas;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Fortuna de Minas;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Francisco Badaró;;Arte em barro do Jequitinhonha;Não informado;ESTADUAL;RI *10;
Francisco Badaró;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Francisco Badaró;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Francisco Dumont;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Francisco Dumont;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Francisco Dumont;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Francisco Sá;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Franciscópolis;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Franciscópolis;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Franciscópolis;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Frei Gaspar;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Frei Inocêncio;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Frei Lagonegro;;Matrizes Tradicionais do Forró;Não informado;FEDERAL;RI *12;
Frei Lagonegro;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Fronteira;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Fronteira;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Fronteira;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Fruta de Leite;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Fruta de Leite;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Fruta de Leite;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Frutal;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Frutal;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Frutal;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Funilândia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Galiléia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Galiléia;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Gameleiras;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Gameleiras;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Glaucilândia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Glaucilândia;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Glaucilândia;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Glaucilândia;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Goiabeira;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Goiabeira;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Goianá;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Goianá;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Gonçalves;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Gonçalves;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Gonçalves;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Gonzaga;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Gonzaga;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Gouveia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Gouveia;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Gouveia;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Gouveia;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Gouveia;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Governador Valadares;;Matrizes Tradicionais do Forró;Não informado;FEDERAL;RI *12;
Governador Valadares;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Governador Valadares;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Grão Mogol;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Grupiara;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Grupiara;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Grupiara;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Guanhães;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Guanhães;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Guapé;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Guapé;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Guapé;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Guapé;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Guaraciaba;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Guaraciaba;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Guaraciama;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Guaranésia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Guaranésia;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Guaranésia;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Guarani;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Guarará;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Guarará;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Guarda-Mor;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Guarda-Mor;;Matrizes Tradicionais do Forró;Não informado;FEDERAL;RI *12;
Guarda-Mor;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Guarda-Mor;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Guarda-Mor;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Guaxupé;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Guaxupé;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Guaxupé;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Guidoval;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Guidoval;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Guimarânia;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Guimarânia;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Guiricema;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Gurinhatã;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Gurinhatã;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Gurinhatã;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Heliodora;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Heliodora;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Iapu;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Iapu;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Ibertioga;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Ibertioga;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Ibiá;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Ibiá;;Modos de fazer o Queijo Minas Artesanal;Não informado;FEDERAL;RI *4;
Ibiá;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Ibiá;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Ibiá;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Ibiaí;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Ibiaí;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Ibiaí;;Sistemas Culinários da Cozinha Mineira;Não informado;ESTADUAL;RI *14;
Ibiaí;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Ibiracatu;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Ibiraci;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Ibirité;;Folias de Minas;Não informado;ESTADUAL;RI *8;
Ibirité;;Roda de Capoeira e/ou Ofício de Mestre da Capoeira;Não informado;FEDERAL;RI *7;
Ibirité;;Violas de Minas;Não informado;ESTADUAL;RI *9;
Ibituruna;;Folias de Minas;Não informado;ESTADUAL;RI *8;
